Model Number,Case Style,Description,Passband F1 (MHz),Passband F2 (MHz),Stopband F3 (MHz),Rejection @ F3 (dB),Stopband F4 (MHz),Rejection @ F4 (dB),Filter Type,Technology,Interface,Impedance (O)
ULP-216+,QA2224,"Lumped LC Low Pass Filter, DC -216 MHz",DC -216,232,295-450,20,450-1300,40,Low Pass,Lumped LC,SMT,50
ULP-264+,QA2224,"Lumped LC Low Pass Filter, DC -264 MHz",DC -264,288,365-600,20,600-1600,40,Low Pass,Lumped LC,SMT,50
ULP-288+,QA2224,"Lumped LC Low Pass Filter, DC -288 MHz",DC -288,310,390-700,20,700-1500,40,Low Pass,Lumped LC,SMT,50
ULP-320+,QA2224,"Lumped LC Low Pass Filter, DC -320 MHz",DC -320,345,440-510,20,510-1600,40,Low Pass,Lumped LC,SMT,50
ULP-340+,QA2224,"Lumped LC Low Pass Filter, DC -340 MHz",DC -340,365,475-750,20,750-2000,40,Low Pass,Lumped LC,SMT,50
ULP-470+,QA2224,"Lumped LC Low Pass Filter, DC -470 MHz",DC -470,510,650-780,20,780-2000,30,Low Pass,Lumped LC,SMT,50
ULP-900+,QA2224,"Lumped LC Low Pass Filter, DC -900 MHz",DC -900,1000,1300-1750,20,1750-2900,30,Low Pass,Lumped LC,SMT,50
ULP-1094+,QA2224,"Lumped LC Low Pass Filter, DC -1094 MHz",DC -1094,1380,1700-2200,20,2200-3300,30,Low Pass,Lumped LC,SMT,50
XLF-13H+,DG1847,"Reflectionless Low Pass Filter, DC-1000 MHz",DC-1000,1150,1850-2500,30,2500-10000,40,Low Pass,Reflectionless,SMT,50
XLF-14+,DQ1225,"Reflectionless Low Pass Filter, DC-10000 MHz",DC-10000,13200,15800-17000,20,17000-24200,20,Low Pass,Reflectionless,SMT,50
XLF-42M+,DG1677-2,"Reflectionless Low Pass Filter, DC-300 MHz",DC-300,350,660-6800,30,6800-10000,40,Low Pass,Reflectionless,SMT,50
XLF-63+,DQ1225,"Reflectionless Low Pass Filter, DC-6000 MHz",DC-6000,8100,9600-17800,14,-,-,Low Pass,Reflectionless,SMT,50
XLF-63H+,DQ1225,"Reflectionless Low Pass Filter, DC-6820 MHz",DC-6820,10500,14500-16300,30,16300-26000,40,Low Pass,Reflectionless,SMT,50
XLF-73+,DQ1225,"Reflectionless Low Pass Filter, DC-7000 MHz",DC-7000,9900,11700-21300,14,-,-,Low Pass,Reflectionless,SMT,50
XLF-112H+,DG1847,"Reflectionless Low Pass Filter, DC-1050 MHz",DC-1050,1200,2000-2200,30,2200-10000,40,Low Pass,Reflectionless,SMT,50
XLF-122+,DQ1225,"Reflectionless Low Pass Filter, DC-1150 MHz",DC-1150,1510,2190-10000,14,10000-21000,20,Low Pass,Reflectionless,SMT,50
XLF-122H+,DG1847,"Reflectionless Low Pass Filter, DC-1200 MHz",DC-1200,1400,2300-2500,30,2500-9500,40,Low Pass,Reflectionless,SMT,50
XLF-123+,DQ1225,"Reflectionless Low Pass Filter, DC-12200 MHz",DC-12200,15000,18100-19000,14,19000-29000,20,Low Pass,Reflectionless,SMT,50
XLF-132H+,DG1847,"Reflectionless Low Pass Filter, DC-1300 MHz",DC-1300,1680,2700-3000,30,3000-19000,40,Low Pass,Reflectionless,SMT,50
XLF-133+,DQ1225,"Reflectionless Low Pass Filter, DC-13100 MHz",DC-13100,15800,19500-20000,14,20000-30000,20,Low Pass,Reflectionless,SMT,50
XLF-151+,DQ1225,"Reflectionless Low Pass Filter, DC-150 MHz",DC-150,280,460-2800,14,2800-16000,20,Low Pass,Reflectionless,SMT,50
XLF-172H+,DG1847,"Reflectionless Low Pass Filter, DC-2000 MHz",DC-2000,2350,3600-3800,30,3800-11000,40,Low Pass,Reflectionless,SMT,50
XLF-173+,DQ1225,"Reflectionless Low Pass Filter, DC-17000 MHz",DC-17000,18000,23900-26000,14,26000-33000,20,Low Pass,Reflectionless,SMT,50
XLF-192+,DQ1225,"Reflectionless Low Pass Filter, DC-1900 MHz",DC-1900,2400,3480-11200,14,11200-30000,20,Low Pass,Reflectionless,SMT,50
XLF-221+,DQ1225,"Reflectionless Low Pass Filter, DC-220 MHz",DC-220,370,570-3500,14,3500-12000,20,Low Pass,Reflectionless,SMT,50
XLF-252+,DQ1225,"Reflectionless Low Pass Filter, DC-2500 MHz",DC-2500,3220,4550-16000,14,16000-30000,20,Low Pass,Reflectionless,SMT,50
XLF-252H+,DG1847,"Reflectionless Low Pass Filter, DC-2500 MHz",DC-2500,3800,7000-17000,40,-,-,Low Pass,Reflectionless,SMT,50
XLF-312H+,DQ1225,"Reflectionless Low Pass Filter, DC-3530 MHz",DC-3530,5600,7900-9300,30,9300-18500,40,Low Pass,Reflectionless,SMT,50
XLF-332+,DQ1225,"Reflectionless Low Pass Filter, DC-3250 MHz",DC-3250,4120,5900-17000,14,17000-30000,20,Low Pass,Reflectionless,SMT,50
XLF-362H+,DQ1225,"Reflectionless Low Pass Filter, DC-3910 MHz",DC-3910,6300,9200-10700,30,10700-18500,40,Low Pass,Reflectionless,SMT,50
XLF-421+,DQ1225,"Reflectionless Low Pass Filter, DC-420 MHz",DC-420,610,900-5200,14,5200-18000,20,Low Pass,Reflectionless,SMT,50
XLF-551+,DQ1225,"Reflectionless Low Pass Filter, DC-550 MHz",DC-550,770,1140-5800,14,5800-18500,20,Low Pass,Reflectionless,SMT,50
XLF-641M+,DG1677-2,"Reflectionless Low Pass Filter, DC-500 MHz",DC-500,640,1100-7800,30,7800-13000,40,Low Pass,Reflectionless,SMT,50
XLF-662M+,DQ1225,"Reflectionless Low Pass Filter, DC-6000 MHz",DC-6000,6740,9200-14000,30,14000-26000,36,Low Pass,Reflectionless,SMT,50
XLF-732+,DQ1225,"Reflectionless Low Pass Filter, DC-7300 MHz",DC-7300,9800,14300-34000,14,-,-,Low Pass,Reflectionless,SMT,50
XLF-762+,DQ1225,"Reflectionless Low Pass Filter, DC-7600 MHz",DC-7600,11000,13100-20000,14,-,-,Low Pass,Reflectionless,SMT,50
XLF-861+,DQ1225,"Reflectionless Low Pass Filter, DC-860 MHz",DC-860,1150,1700-7500,14,7500-25000,20,Low Pass,Reflectionless,SMT,50
XLF-962+,DQ1225,"Reflectionless Low Pass Filter, DC-9600 MHz",DC-9600,12400,14800-16000,14,16000-25200,20,Low Pass,Reflectionless,SMT,50
XLF-982+,DQ1225,"Reflectionless Low Pass Filter, DC-9800 MHz",DC-9800,13100,19000-22000,14,22000-32500,20,Low Pass,Reflectionless,SMT,50
