Model Number,Case Style,Description,Passband F1 (MHz),Passband F2 (MHz),Stopband F3 (MHz),Rejection @ F3 (dB),Stopband F4 (MHz),Rejection @ F4 (dB),Filter Type,Technology,Interface,Impedance (O)
RBP-204+,GP731,"Lumped LC Band Pass Filter, 175-237 MHz",175,237,135,20,300,20,Band Pass,Lumped LC,SMT,50
RBP-220+,GP731,"Lumped LC Band Pass Filter, 212-228 MHz",212,228,150,20,290,20,Band Pass,Lumped LC,SMT,50
RBP-220W+,GP731,"Lumped LC Band Pass Filter, 190-250 MHz",190,250,80,20,310,20,Band Pass,Lumped LC,SMT,50
RBP-253+,GP731,"Lumped LC Band Pass Filter, 186-340 MHz",186,340,140,20,440,20,Band Pass,Lumped LC,SMT,50
RBP-263+,GP731,"Lumped LC Band Pass Filter, 230-297 MHz",230,297,140,20,360,20,Band Pass,Lumped LC,SMT,50
RBP-280+,GP731,"Lumped LC Band Pass Filter, 260-310 MHz",260,310,205,20,375,20,Band Pass,Lumped LC,SMT,50
RBP-400+,GP731,"Lumped LC Band Pass Filter, 292-490 MHz",292,490,230,20,620,20,Band Pass,Lumped LC,SMT,50
RBP-415+,GP731,"Lumped LC Band Pass Filter, 404-426 MHz",404,426,225,20,550,20,Band Pass,Lumped LC,SMT,50
RBP-440+,GP731,"Lumped LC Band Pass Filter, 410-470 MHz",410,470,320,20,650,20,Band Pass,Lumped LC,SMT,50
RBP-650A+,GP731,"Lumped LC Band Pass Filter, 624-680 MHz",624,680,550,20,760,20,Band Pass,Lumped LC,SMT,50
RBPF-246+,CK605,"Lumped LC Band Pass Filter, 236-256 MHz",236,256,DC-180,20,315-3400,20,Band Pass,Lumped LC,SMT,50
RBPF-485+,CK605,"Lumped LC Band Pass Filter, 435-535 MHz",435,535,DC-320,20,700-3700,20,Band Pass,Lumped LC,SMT,50
SXBP-20R5+,HF1139,"Lumped LC Band Pass Filter, 20-21 MHz",20,21,DC-17,20,27-400,20,Band Pass,Lumped LC,SMT,50
SXBP-27R5+,HF1139,"Lumped LC Band Pass Filter, 24-31 MHz",24,31,DC-19,20,39-900,20,Band Pass,Lumped LC,SMT,50
SXBP-29+,HF1139,"Lumped LC Band Pass Filter, 24-35 MHz",24,35,DC-17,20,48-1600,20,Band Pass,Lumped LC,SMT,50
SXBP-35N+,HF1139,"Lumped LC Band Pass Filter, 30-40 MHz",30,40,21,20,60,20,Band Pass,Lumped LC,SMT,50
SXBP-35W+,HF1139,"Lumped LC Band Pass Filter, 24-46 MHz",24,46,16,20,73,20,Band Pass,Lumped LC,SMT,50
SXBP-69+,HF1139,"Lumped LC Band Pass Filter, 61.9-76.5 MHz",61.9,76.5,DC-55,20,87-3200,20,Band Pass,Lumped LC,SMT,50
SXBP-70+,HF1139,"Lumped LC Band Pass Filter, 63-77 MHz",63,77,50,20,95,20,Band Pass,Lumped LC,SMT,50
SXBP-70W+,HF1139,"Lumped LC Band Pass Filter, 50-90 MHz",50,90,DC-2,20,137-1500,20,Band Pass,Lumped LC,SMT,50
SXBP-72+,HF1139,"Lumped LC Band Pass Filter, 68-76 MHz",68,76,DC-60,20,87-4000,20,Band Pass,Lumped LC,SMT,50
SXBP-100+,HF1139,"Lumped LC Band Pass Filter, 87-117 MHz",87,117,66,20,143,20,Band Pass,Lumped LC,SMT,50
SXBP-101+,HF1139,"Lumped LC Band Pass Filter, 94-108 MHz",94,108,DC-80,20,130-3900,20,Band Pass,Lumped LC,SMT,50
SXBP-140+,HF1139,"Lumped LC Band Pass Filter, 130-150 MHz",130,150,110,20,185,20,Band Pass,Lumped LC,SMT,50
SXBP-150+,HF1139,"Lumped LC Band Pass Filter, 140-160 MHz",140,160,120,20,190,20,Band Pass,Lumped LC,SMT,50
SXBP-157+,HF1139,"Lumped LC Band Pass Filter, 150-164 MHz",150,164,131,20,187,20,Band Pass,Lumped LC,SMT,50
SXBP-161R5+,HF1139,"Lumped LC Band Pass Filter, 148-175 MHz",148,175,DC-130,20,200-2300,20,Band Pass,Lumped LC,SMT,50
SXBP-162+,HF1139,"Lumped LC Band Pass Filter, 155-169 MHz",155,169,138,20,200,20,Band Pass,Lumped LC,SMT,50
SXBP-169+,HF1139,"Lumped LC Band Pass Filter, 164-174 MHz",164,174,137,20,205,20,Band Pass,Lumped LC,SMT,50
SXBP-178+,HF1139,"Lumped LC Band Pass Filter, 170-186 MHz",170,186,150,20,210,20,Band Pass,Lumped LC,SMT,50
SXBP-202+,HF1139,"Lumped LC Band Pass Filter, 198-206 MHz",198,206,250,20,2700,20,Band Pass,Lumped LC,SMT,50
SXBP-240+,HF1139,"Lumped LC Band Pass Filter, 238-242 MHz",238,242,220,20,260,20,Band Pass,Lumped LC,SMT,50
SXBP-300+,HF1139,"Lumped LC Band Pass Filter, 290-310 MHz",290,310,DC-200,69,2000-3300,39,Band Pass,Lumped LC,SMT,50
SXBP-310+,HF1139,"Lumped LC Band Pass Filter, 300-320 MHz",300,320,DC-280,20,342-2250,20,Band Pass,Lumped LC,SMT,50
SXBP-350+,HF1139,"Lumped LC Band Pass Filter, 330-375 MHz",330,375,280,20,435,20,Band Pass,Lumped LC,SMT,50
SXBP-375+,HF1139,"Lumped LC Band Pass Filter, 330-420 MHz",330,420,DC-170,50,580-1300,50,Band Pass,Lumped LC,SMT,50
SXBP-404+,HF1139,"Lumped LC Band Pass Filter, 398-410 MHz",398,410,DC-370,20,445-4500,20,Band Pass,Lumped LC,SMT,50
SXBP-425+,HF1139,"Lumped LC Band Pass Filter, 410-440 MHz",410,440,385,20,470,20,Band Pass,Lumped LC,SMT,50
SXBP-507+,HF1139,"Lumped LC Band Pass Filter, 460-560 MHz",460,560,300,20,615,20,Band Pass,Lumped LC,SMT,50
SXBP-615+,HF1139,"Lumped LC Band Pass Filter, 565-670 MHz",565,670,380,20,720,20,Band Pass,Lumped LC,SMT,50
SXBP-640+,HF1139,"Lumped LC Band Pass Filter, 600-680 MHz",600,680,500,20,750,20,Band Pass,Lumped LC,SMT,50
SXBP-693+,HF1139,"Lumped LC Band Pass Filter, 663-723 MHz",663,723,DC-565,27,2000-5000,38,Band Pass,Lumped LC,SMT,50
SXBP-707+,HF1139,"Lumped LC Band Pass Filter, 650-770 MHz",650,770,450,20,830,20,Band Pass,Lumped LC,SMT,50
SXBP-820+,HF1139,"Lumped LC Band Pass Filter, 769-872 MHz",769,872,550,20,920,20,Band Pass,Lumped LC,SMT,50
SXBP-1100+,HF1139,"Lumped LC Band Pass Filter, 1000-1200 MHz",1000,1200,DC-20,20,1500-2200,20,Band Pass,Lumped LC,SMT,50
SXBP-1200+,HF1317,"Lumped LC Band Pass Filter, 800-1800 MHz",800,1800,535,20,2220,20,Band Pass,Lumped LC,SMT,50
SXBP-1430+,HF1317,"Lumped LC Band Pass Filter, 950-2150 MHz",950,2150,575,20,2850,20,Band Pass,Lumped LC,SMT,50
SXBP-1500+,HF1139,"Lumped LC Band Pass Filter, 1350-1650 MHz",1350,1650,DC-75,20,2160-3700,20,Band Pass,Lumped LC,SMT,50
SXBP-1940+,HF1139,"Lumped LC Band Pass Filter, 1710-2170 MHz",1710,2170,DC-145,20,2900-4700,20,Band Pass,Lumped LC,SMT,50
SXBP-2150+,HF1139,"Lumped LC Band Pass Filter, 2050-2250 MHz",2050,2250,DC-950,20,2675-5000,20,Band Pass,Lumped LC,SMT,50
SYBP-92+,TT1423,"Lumped LC Band Pass Filter, 800-1000 MHz",800,1000,DC-530,20,1550-3000,20,Band Pass,Lumped LC,SMT,50
SYBP-675+,TT1423,"Lumped LC Band Pass Filter, 500-850 MHz",500,850,DC-340,28,1275-4500,22,Band Pass,Lumped LC,SMT,50
SYBP-820+,TT1423,"Lumped LC Band Pass Filter, 770-870 MHz",770,870,DC-450,20,1420-2500,20,Band Pass,Lumped LC,SMT,50
SYBP-1275+,TT1423,"Lumped LC Band Pass Filter, 1100-1450 MHz",1100,1450,DC-600,28,2050-5000,25,Band Pass,Lumped LC,SMT,50
SYBP-1420+,TT1423,"Lumped LC Band Pass Filter, 1250-1560 MHz",1250,1560,DC-910,20,2000-5000,20,Band Pass,Lumped LC,SMT,50
SYBP-1950+,TT1423,"Lumped LC Band Pass Filter, 1700-2200 MHz",1700,2200,DC-1030,26,2900-4600,20,Band Pass,Lumped LC,SMT,50
SYBP-2250+,TT1423,"Lumped LC Band Pass Filter, 1880-2620 MHz",1880,2620,DC-1280,20,3640-5400,20,Band Pass,Lumped LC,SMT,50
SYBP-2640+,TT1423,"Lumped LC Band Pass Filter, 2500-2780 MHz",2500,2780,DC-1780,20,3800-6040,20,Band Pass,Lumped LC,SMT,50
TBP-154+,GQ1018,"Lumped LC Band Pass Filter, 136-175 MHz",136,175,DC-108,20,220-3000,20,Band Pass,Lumped LC,SMT,50
XBF-24+,DG1847,"Reflectionless Band Pass Filter, 19500-20500 MHz",19500,20500,DC - 10000,66,30000 - 32000,55,Band Pass,Reflectionless,SMT,50
XBF-163+,DG1847,"Reflectionless Band Pass Filter, 15500-16500 MHz",15500,16500,DC-8000,55,24000-40000,55,Band Pass,Reflectionless,SMT,50
XBF-183+,DG1847,"Reflectionless Band Pass Filter, 17500-18500 MHz",17500,18500,DC-9000,55,27000-40000,55,Band Pass,Reflectionless,SMT,50
XBF-282+,DQ1225,"Reflectionless Band Pass Filter, 2350-3150 MHz",2350,3150,DC-1810,14,3800-20000,14,Band Pass,Reflectionless,SMT,50
